epoch,success_count,reset_count,success_rate,reward,collsion,outtime,first_success,angle_error
1980,0,3,0.0,-163753.4111167144,368,3,0,1.3442923049453157
3960,0,4,0.0,-93493.25383051878,368,7,0,1.3442923049453157
5940,0,4,0.0,-51503.30644078634,368,11,0,1.3442923049453157
7920,0,4,0.0,-52232.75238976901,408,15,0,1.3442923049453157
9900,0,4,0.0,-60554.2474336708,584,19,0,1.116626294995077
11880,0,4,0.0,-68793.83722173836,689,23,0,0.9572004437218208
13860,0,4,0.0,-65137.96198346373,1101,27,0,0.8599587671444591
15840,0,4,0.0,-191496.48986529175,2641,31,0,0.7717875526931143
17820,0,4,0.0,-101577.90000640473,3676,35,0,0.7717875526931143
19800,0,4,0.0,-55313.17383366241,3680,39,0,0.7343090911245772
21780,0,4,0.0,-52537.76341188722,3680,43,0,0.6965478765242952
23760,0,4,0.0,-60765.48715231405,3694,47,0,0.8392513025646035
25740,0,4,0.0,-45026.1675470192,3695,51,0,0.7984428077598356
27720,0,4,0.0,-42851.7381095849,3697,55,0,0.7176616668117994
29700,0,4,0.0,-46572.36066161748,3704,59,0,0.7176616668117994
31680,0,4,0.0,-60136.016411315184,3735,63,0,0.6195066341697203
33660,0,4,0.0,-50452.90093709086,3735,67,0,0.569446327436928
35640,2,5,0.4,-47495.20969732688,3891,70,34152,0.47224110327348295
37620,0,4,0.0,-50118.739574687555,3937,74,34152,0.45919427201976315
39600,0,4,0.0,-49548.03327685362,3958,78,34152,0.45803908717206826
41580,0,5,0.0,-80828.99164370238,4663,82,34152,0.5145668988824319
43560,0,3,0.0,-44979.28925032681,4682,85,34152,0.5098949256969135
45540,1,5,0.2,-38642.340328545775,4717,89,34152,0.46660691438762714
47520,0,4,0.0,-40546.83441802324,4719,93,34152,0.44552328171690214
49500,0,4,0.0,-43014.54666602891,4740,97,34152,0.427412820628053
51480,1,5,0.2,-45908.20661637839,4785,101,34152,0.4185171691137333
53460,0,4,0.0,-64692.58836513199,5041,104,34152,0.45948360289759915
55440,0,4,0.0,-67939.48961403314,5077,108,34152,0.469207855958989
57420,0,4,0.0,-75855.8923077695,5510,112,34152,0.46877325614764037
59400,0,4,0.0,-71030.75926613994,6893,116,34152,0.480093429307596
61380,0,4,0.0,-60582.58049454703,7237,120,34152,0.5186848735212699
63360,0,4,0.0,-38483.963465500856,7237,124,34152,0.5030040872439361
65340,1,5,0.2,-31336.767969479784,7246,128,34152,0.4638127400571689
67320,0,4,0.0,-47131.608121294994,7247,132,34152,0.44868461264049514
69300,0,4,0.0,-52647.67322882963,7254,136,34152,0.43565881947519053
71280,0,4,0.0,-41309.0861344561,7256,140,34152,0.4249825929572762
73260,0,4,0.0,-75945.88083951082,7568,144,34152,0.41133911490703257
75240,0,4,0.0,-80213.91065623751,7634,148,34152,0.40673455577825474
77220,1,5,0.2,-35205.627790462226,7660,151,34152,0.3977230920200674
79200,0,4,0.0,-49352.377825743984,7708,155,34152,0.39750607798250204
81180,0,4,0.0,-46949.85257861111,7709,159,34152,0.39579217158759805
83160,1,5,0.2,-105886.88757905737,8281,163,34152,0.39723133758726237
85140,0,4,0.0,-126649.17861694377,8535,167,34152,0.4080740765551591
